
Results from query to  NASA/IPAC Extragalactic Database (NED),
which is operated by the Jet Propulsion Laboratory, California Institute of
Technology, under contract with the National Aeronautics and Space Administration.
This work was (partially) supported by the US National Virtual Observatory
development project, which is funded by the National Science Foundation
under cooperative agreement AST0122449 with The Johns Hopkins University.


queryDateTime:2016-09-02T17:47:59PDT



Main Information Table for Searching NED within 500.000 arcmin of 194.950000, 27.980000



Equinox:J2000.0



CoordSystem:Equatorial

No.	Object Name	RA(deg)	DEC(deg)	Type	Velocity	Redshift	Redshift Flag	Magnitude and Filter	Distance (arcmin)	References	Notes	Photometry Points	Positions	Redshift Points	Diameter Points	Associations
1947	2MFGC 10567	198.74935 	  30.90499 	G	  6869	 0.022912 	    	16.0g	264.934	9	0	30	2	4	6	0
1948	SDSS J124049.47+293002.6	190.20615 	  29.50073 	G	  6655	 0.022200 	    	18.3g	265.695	5	0	15	3	3	4	0
1949	SDSS J130427.73+234038.5	196.11557 	  23.67737 	G	  9354	 0.031200 	    	15.9g	265.715	3	0	5	1	0	4	0
1950	2MASX J12394492+2749362	189.93727 	  27.82683 	G	  6710	 0.022383 	    	16.9g	265.937	9	0	29	2	4	6	0
1951	2MASX J12394352+2811482	189.93127 	  28.19679 	G	  9277	 0.030945 	    	16.3g	265.957	10	0	30	2	4	6	0
1952	SDSS J123955.62+272438.3	189.98175 	  27.41064 	G	  7877	 0.026276 	    	17.7g	266.125	7	0	6	2	4	0	0
1953	SDSS J131458.74+305637.5	198.74476 	  30.94376 	G	  8418	 0.028079 	    	17.82	266.273	6	0	17	2	2	4	0
1954	SDSS J130350.14+233800.7	195.95947 	  23.63377 	G	  7422	 0.024756 	    	17.72	266.409	6	0	6	3	0	0	0
1955	SDSS J131543.21+304512.9	198.93006 	  30.75360 	G	  5604	 0.018692 	    	17.5g	266.432	5	0	21	2	3	4	0
1956	SDSS J130922.40+240532.7	197.34359 	  24.09253 	G	  6480	 0.021615 	    	18.39	266.543	7	0	6	2	1	0	0
1957	2MASX J12535252+3214299	193.46877 	  32.24168 	G	  6970	 0.023249 	    	14.5g	266.998	15	0	26	3	4	6	0
1958	2MASX J13195829+2814490	199.99299 	  28.24704 	G	  6783	 0.022626 	    	15.3g	267.341	15	0	52	4	3	10	0
1959	SDSS J124352.43+251728.7	190.96850 	  25.29132 	G	  5260	 0.017545 	    	18.67	267.590	7	0	19	1	1	4	0
1960	GALEXASC J124044.16+293257.5  	190.18458 	  29.54919 	G	  9204	 0.030700 	    	18.72	267.714	7	1	11	3	1	0	0
1961	VIII Zw 250	197.53255 	  24.16575 	G	  6994	 0.023329 	    	17.6 	267.832	11	1	19	1	1	4	0
1962	SDSS J124138.23+260422.5	190.40930 	  26.07293 	G	  4774	 0.015923 	    	     	268.282	4	0	0	1	1	0	0
1963	NGC 4615	190.40551 	  26.07283 	G	  4716	 0.015731 	    	13.84	268.469	134	2	58	10	12	10	0
1964	SDSS J124025.86+264355.4	190.10779 	  26.73208 	G	  6761	 0.022553 	    	16.2g	268.661	5	0	19	1	2	4	0
1965	SDSS J130225.03+322532.6	195.60433 	  32.42573 	G	  7541	 0.025153 	    	17.8g	268.891	5	0	41	3	3	8	0
1966	2MASX J12575435+2330576	194.47674 	  23.51596 	G	  5714	 0.019061 	    	16.8g	269.060	7	0	30	2	0	6	0
1967	SDSS J131619.71+252548.8	199.08215 	  25.43024 	G	  4113	 0.013720 	    	18.61	269.148	6	0	21	2	0	4	0
1968	IC 4215	199.07013 	  25.40522 	G	  3912	 0.013049 	    	15.08	269.495	48	1	46	6	5	11	1
1969	NGC 4613	190.37061 	  26.08861 	G	  4955	 0.016528 	    	15.5 	269.742	51	0	45	7	2	8	0
1970	SDSS J124039.12+263134.3	190.16304 	  26.52622 	G	  6588	 0.021976 	    	17.4g	269.796	5	0	0	0	3	0	0
1971	IC 3646	190.16042 	  26.52620 	G	  6473	 0.021592 	    	15.64	269.929	28	1	36	8	7	10	0
1972	KUG 1313+309	199.08557 	  30.67833 	G	  5661	 0.018883 	    	15.1g	270.163	43	0	52	7	7	10	0
1973	NGC 4614	190.38112 	  26.04266 	G	  4817	 0.016068 	    	14.28	270.450	72	1	44	8	8	11	1
1974	SDSS J124036.37+263028.4	190.15159 	  26.50792 	G	  6774	 0.022597 	    	17.1g	270.750	7	0	15	2	4	4	1
1975	IC 3644	190.15097 	  26.50461 	G	  6632	 0.022122 	    	15.4 	270.849	28	1	36	6	5	9	1
1976	SDSS J125756.40+322853.9	194.48504 	  32.48167 	G	  6989	 0.023314 	    	17.9g	271.172	6	0	22	2	1	4	1
1977	2MASX J12544002+3222041	193.66675 	  32.36710 	G	  7255	 0.024201 	    	15.9g	271.504	6	0	28	1	2	6	0
1978	IC 3620	189.82508 	  27.90864 	G	  6462	 0.021555 	    	15.5g	271.656	30	0	23	5	7	2	0
1979	IC 4154	196.11778 	  23.57504 	G	  9427	 0.031445 	    	15.42	271.718	9	0	28	1	1	6	0
1980	CGCG 159-043	189.82877 	  27.77351 	G	  6697	 0.022339 	    	15.05	271.879	53	0	39	8	7	10	0
1981	KUG 1247+322	192.53826 	  32.00652 	G	  7122	 0.023758 	    	16.5g	272.139	10	0	21	4	3	4	0
1982	IC 3641	190.11201 	  26.52159 	G	  7915	 0.026402 	    	17.8g	272.467	7	0	25	3	3	4	0
1983	SDSS J124433.49+310505.7	191.13958 	  31.08493 	G	  8694	 0.029000 	    	17.8g	272.495	5	0	25	3	3	4	0
1984	KUG 1236+278	189.83329 	  27.60467 	G	  7936	 0.026472 	    	16.0g	272.499	11	0	15	3	4	2	0
1985	SDSS J131805.97+300827.5	199.52490 	  30.14098 	G	  6861	 0.022885 	    	17.7g	272.692	6	0	41	3	2	8	0
1986	IC 3640	190.10500 	  26.52417 	G	  7685	 0.025634 	    	17.33	272.768	11	0	19	4	3	2	0
1987	SDSS J125417.98+322208.3	193.57493 	  32.36899 	G	  6757	 0.022539 	    	18.0g	272.818	5	0	20	2	3	4	0
1988	MRK 0652	189.79776 	  28.00525 	G	  7246	 0.024171 	    	15.7g	272.952	24	0	36	3	5	6	0
1989	VV 287a	189.81302 	  27.71449 	G	  7738	 0.025810 	    	17.9g	272.971	9	0	15	2	4	4	0
1990	SDSS J130903.87+320404.5	197.26615 	  32.06792 	G	 11160	 0.037226 	    	18.58	273.175	5	0	21	2	3	4	0
1991	SDSS J124018.20+263422.5	190.07586 	  26.57294 	G	  8009	 0.026716 	    	17.9g	273.269	5	0	25	3	3	4	0
1992	CGCG 159-042	189.80105 	  27.74318 	G	  7924	 0.026432 	    	15.6g	273.473	31	0	36	6	6	7	0
1993	SDSS J124020.66+293559.5	190.08610 	  29.59989 	G	  4797	 0.016000 	    	18.11	273.574	5	0	7	2	0	4	0
1994	SDSS J132027.56+280726.3	200.11488 	  28.12400 	G	  6757	 0.022539 	    	17.6g	273.603	6	0	22	2	2	4	0
1995	SDSS J123909.38+281611.4	189.78912 	  28.26985 	G	  7616	 0.025403 	    	18.0g	273.622	5	0	19	1	3	4	0
1996	SDSS J131939.34+264716.9	199.91395 	  26.78803 	G	  9745	 0.032507 	    	17.3g	273.937	7	0	21	2	3	4	0
1997	CGCG 159-056	190.33394 	  30.12174 	G	  8121	 0.027089 	    	14.7g	274.070	50	0	46	7	6	8	0
1998	CGCG 160-179	199.29462 	  30.54273 	G	  9586	 0.031975 	    	15.2 	274.478	24	0	45	7	4	6	0
1999	SDSS J131504.36+245619.6	198.76838 	  24.93886 	G	  6597	 0.022005 	    	18.66	274.485	7	0	6	2	1	0	0
2000	SDSS J124543.24+243948.7	191.43019 	  24.66355 	G	  5093	 0.016988 	    	     	274.605	5	0	4	1	1	0	0
2001	SDSS J130716.18+234314.3	196.81702 	  23.72020 	G	  3420	 0.011407 	    	18.68	274.736	4	0	6	2	0	0	0
2002	2MASX J12473750+3143285	191.90600 	  31.72475 	G	  4497	 0.015000 	    	17.0g	274.875	6	0	13	1	6	2	0
2003	SDSS J130739.34+321412.9	196.91397 	  32.23694 	G	  7904	 0.026364 	    	17.9g	274.990	5	0	21	2	3	4	1
2004	KUG 1250+325	193.26529 	  32.32678 	G	  6561	 0.021886 	    	15.9g	275.049	8	0	15	3	3	2	0
2005	IC 3632	190.00000 	  26.68222 	G	  4752	 0.015851 	    	17.22	275.069	8	0	15	2	2	2	0
2006	SDSS J124244.94+252508.3	190.68797 	  25.41847 	G	  6980	 0.023283 	    	17.70	275.306	8	0	6	2	1	0	0
2007	SDSS J131632.11+304602.7	199.13383 	  30.76744 	G	  5653	 0.018855 	    	16.9g	275.323	7	0	21	2	2	4	0
2008	SDSS J123920.58+285447.3	189.83578 	  28.91315 	G	  7470	 0.024918 	    	17.1g	275.527	10	0	21	2	4	4	0
2009	SDSS J124016.80+262825.5	190.07003 	  26.47378 	G	  6618	 0.022074 	    	17.2g	275.567	8	0	25	3	3	4	0
2010	IC 3623	189.86510 	  27.10232 	G	  7059	 0.023546 	    	14.6g	275.575	45	0	36	8	9	7	0
2011	MRK 0651	189.75145 	  28.31460 	G	  7535	 0.025135 	    	15.8g	275.736	27	0	41	7	5	6	0
2012	SDSS J124937.49+235931.6	192.40623 	  23.99215 	G	  9582	 0.031962 	    	18.57	275.789	5	0	21	2	0	4	0
2013	CGCG 159-045	189.82738 	  28.90425 	G	  7470	 0.024917 	    	15.6 	275.864	20	0	33	6	3	6	0
2014	SDSS J124008.96+263211.5	190.03738 	  26.53655 	G	  7042	 0.023491 	    	17.7g	275.939	5	0	25	3	3	4	0
2015	KUG 1255+328	194.41136 	  32.55599 	G	 11071	 0.036929 	    	15.3g	275.973	16	0	51	7	4	10	0
2016	SDSS J124922.71+315933.7	192.34463 	  31.99273 	G	  7495	 0.025000 	    	18.73	276.196	6	0	21	2	3	4	0
2017	SDSS J123900.75+273614.0	189.75317 	  27.60392 	G	 10180	 0.033956 	    	17.0g	276.742	8	0	6	3	4	0	0
2018	KUG 1242+250	191.24094 	  24.77151 	G	  4807	 0.016034 	    	16.5g	277.110	11	0	30	3	1	6	0
2019	SDSS J131753.01+302315.9	199.47092 	  30.38775 	G	 10809	 0.036054 	    	18.1g	277.366	6	0	22	3	3	4	0
2020	2MASXi J1238584+273348	189.74354 	  27.56361 	G	  6730	 0.022450 	    	17.3g	277.509	7	0	5	2	3	0	0
2021	SDSS J131951.53+292531.9	199.96474 	  29.42554 	G	  9563	 0.031900 	    	18.3g	277.768	7	1	26	3	1	4	0
2022	2MASX J13175158+3025157	199.46499 	  30.42094 	G	 11195	 0.037343 	    	17.0g	278.111	5	0	24	1	3	6	1
2023	CGCG 159-084	192.44759 	  32.08050 	G	  9583	 0.031965 	    	15.2 	278.232	22	0	33	5	6	8	0
2024	2MASX J13050067+2329286	196.25277 	  23.49140 	G	 10319	 0.034420 	    	16.4g	278.361	6	0	26	2	0	6	0
2025	2MASX J12452693+3125196	191.36223 	  31.42200 	G	 11043	 0.036836 	    	17.3g	278.551	6	0	29	2	2	6	0
2026	SDSS J131611.48+305707.6	199.04787 	  30.95214 	G	  5656	 0.018865 	    	16.8g	278.570	4	0	15	1	3	4	0
2027	NGC 5056	199.05134 	  30.95032 	G	  5592	 0.018653 	    	13.7 	278.641	108	2	71	14	13	11	1
2028	2MASX J13195630+2926528	199.98454 	  29.44817 	G	  9541	 0.031825 	    	16.4g	279.156	7	0	33	2	3	6	1
2029	SDSS J131956.29+292653.3	199.98455 	  29.44816 	G	  9576	 0.031941 	    	16.3g	279.156	3	0	15	1	0	4	0
2030	KUG 1317+296	199.99540 	  29.42745 	G	  9438	 0.031482 	    	15.4g	279.334	31	0	54	9	6	10	1
2031	SDSS J131601.11+250322.9	199.00465 	  25.05639 	G	  6904	 0.023029 	    	16.90	279.527	9	0	17	2	1	4	0
2032	SDSS J124112.97+301632.0	190.30408 	  30.27558 	G	  6968	 0.023243 	    	17.6g	279.717	6	0	6	2	3	0	0
2033	SDSS J123844.39+274305.0	189.68496 	  27.71808 	G	  6653	 0.022191 	    	17.0g	279.735	7	0	6	2	3	0	0
2034	2MASX J12591722+3238460	194.82187 	  32.64630 	G	 11147	 0.037181 	    	16.8g	280.057	6	0	54	4	2	10	0
2035	SDSS J130754.71+321823.8	196.97800 	  32.30662 	G	  7802	 0.026026 	    	17.5g	280.093	5	0	21	2	3	4	1
2036	SDSS J123954.58+293943.9	189.97746 	  29.66221 	G	  6849	 0.022845 	    	17.9g	280.171	5	0	23	2	3	4	0
2037	SDSS J125258.03+322444.3	193.24179 	  32.41231 	G	  6837	 0.022805 	    	16.4g	280.290	7	0	6	4	3	0	0
2038	SDSS J130425.03+323253.3	196.10429 	  32.54817 	G	  6930	 0.023116 	    	17.2g	280.535	6	0	2	1	3	0	0
2039	SDSS J131946.00+294133.0	199.94171 	  29.69253 	G	  7299	 0.024346 	    	17.8g	281.733	4	0	24	2	1	4	0
2040	SDSS J123847.64+285030.2	189.69852 	  28.84174 	G	  7270	 0.024250 	    	17.1g	281.894	8	0	21	2	7	4	0
2041	2MASX J12392807+2640204	189.86683 	  26.67231 	G	  6032	 0.020120 	    	17.8g	282.059	5	0	14	2	3	2	0
2042	SDSS J123939.59+293634.5	189.91497 	  29.60961 	G	  7021	 0.023418 	    	17.6g	282.191	13	0	30	3	4	4	0
2043	SDSS J125814.66+324022.6	194.56109 	  32.67296 	G	  6670	 0.022249 	    	17.7g	282.296	6	0	45	5	6	8	0
2044	LSBC D508-05	198.30287 	  24.35210 	G	  4407	 0.014700 	    	18.14	282.775	12	0	4	1	1	0	5
2045	2MASX J12390543+2654514	189.77276 	  26.91432 	G	  7163	 0.023894 	    	16.9g	282.960	6	0	30	2	3	6	0
2046	KUG 1235+282	189.60550 	  27.97592 	G	 11992	 0.040000 	    	17.5g	283.170	10	0	10	4	4	0	0
2047	2MASX J12382707+2828478	189.61375 	  28.48008 	G	  7195	 0.024000 	    	16.7g	283.659	6	0	29	2	3	6	0
2048	SDSS J130849.12+321737.6	197.20471 	  32.29379 	G	  9557	 0.031879 	    	17.0g	284.018	6	0	21	2	3	4	0
2049	SDSS J125619.80+323917.8	194.08253 	  32.65498 	G	  6925	 0.023100 	    	17.1g	284.070	6	0	21	2	3	4	0
2050	SDSS J131105.03+235848.5	197.77100 	  23.98016 	G	  7410	 0.024717 	    	18.34	284.130	6	0	21	2	1	4	0
2051	NGC 5057	199.11571 	  31.03150 	G	  5882	 0.019620 	    	14.1g	284.276	42	1	37	6	8	11	0
2052	IC 3618	189.82136 	  26.67777 	G	  6624	 0.022095 	    	15.1g	284.291	48	0	36	7	8	6	0
2053	SDSS J124313.02+310320.2	190.80431 	  31.05562 	G	  7307	 0.024375 	    	18.3g	284.394	6	0	25	3	2	4	0
2054	SDSS J131603.43+310818.8	199.01433 	  31.13856 	G	  5912	 0.019721 	    	18.1g	284.400	6	0	6	2	3	0	0
2055	SDSS J124025.51+260038.0	190.10632 	  26.01057 	G	  6577	 0.021939 	    	18.2g	284.607	2	0	15	1	0	4	1
2056	NGC 5025	198.18646 	  31.80939 	G	  6343	 0.021158 	    	14.2g	284.798	51	0	25	5	12	7	1
2057	SDSS J125826.33+324319.4	194.60973 	  32.72207 	G	  8087	 0.026975 	    	17.9g	285.068	4	0	43	3	5	8	0
2058	CGCG 159-061	190.80793 	  31.08497 	G	  6966	 0.023236 	    	14.5g	285.372	49	0	41	6	8	10	0
2059	SDSS J125216.68+233148.9	193.06953 	  23.53027 	G	  9742	 0.032497 	    	18.33	285.653	5	0	21	2	0	4	0
2060	2MASXi J1320599+285810	200.24942 	  28.96946 	G	  6888	 0.022975 	    	16.4g	285.707	13	0	45	4	4	8	0
2061	SDSS J130208.23+324259.0	195.53434 	  32.71642 	G	  7265	 0.024234 	    	18.34	285.789	5	0	17	2	3	4	0
2062	SDSS J131459.16+243839.1	198.74651 	  24.64421 	G	  3810	 0.012708 	    	19.00	285.883	5	0	21	2	0	4	0
2063	SDSS J125755.05+324342.0	194.47940 	  32.72837 	G	  9380	 0.031289 	    	18.2g	285.941	5	0	45	4	2	8	0
2064	SDSS J124022.74+255847.1	190.09463 	  25.97977 	G	  6605	 0.022033 	    	18.51	285.978	6	0	10	3	0	0	0
2065	NGC 5016	198.02784 	  24.09501 	G	  2612	 0.008713 	    	13.49	286.091	125	3	55	10	11	12	0
2066	2MASX J12453603+3138337	191.40013 	  31.64273 	G	  7066	 0.023570 	    	17.1g	287.096	6	0	30	2	2	6	0
2067	SDSS J131719.23+251253.3	199.33018 	  25.21484 	G	  6981	 0.023286 	    	18.12	287.621	9	0	21	2	1	4	0
2068	IC 0860	198.76470 	  24.61887 	G	  3347	 0.011164 	    	15.40	287.661	142	1	117	18	13	6	0
2069	2MASX J12421899+3054210	190.57931 	  30.90589 	G	  8558	 0.028548 	    	16.3g	288.001	9	0	36	5	3	6	0
2070	MCG +06-29-021	195.81907 	  32.72147 	G	  9564	 0.031902 	    	15.7g	288.021	13	0	50	3	2	11	0
2071	SDSS J131617.06+311034.8	199.07113 	  31.17635 	G	  5750	 0.019181 	    	18.0g	288.090	6	0	21	2	3	4	0
2072	SDSS J132117.23+271727.0	200.32181 	  27.29084 	G	 10221	 0.034092 	    	17.2g	288.492	6	0	21	2	3	4	0
2073	SDSS J130226.26+324546.0	195.60947 	  32.76279 	G	  9651	 0.032192 	    	17.7g	288.988	5	0	37	3	2	8	0
2074	SDSS J123816.61+285257.4	189.56925 	  28.88262 	G	  7649	 0.025514 	    	17.7g	288.997	5	0	25	3	3	4	0
2075	KUG 1302+329	196.16396 	  32.68186 	G	  2360	 0.007872 	    	16.4g	289.024	10	0	22	3	1	4	0
2076	SDSS J131803.94+304143.9	199.51643 	  30.69554 	G	 11150	 0.037194 	    	17.2g	289.079	8	0	17	2	3	4	0
2077	SDSS J130053.20+230951.2	195.22173 	  23.16405 	G	  9388	 0.031315 	    	18.85	289.331	5	0	6	2	0	0	0
2078	KUG 1240+314	190.77014 	  31.15056 	G	  6909	 0.023045 	    	16.99	289.385	9	0	32	4	3	6	0
2079	SDSS J131446.72+243045.2	198.69467 	  24.51259 	G	  9613	 0.032064 	    	18.15	289.598	6	0	21	2	0	4	0
2080	KUG 1235+278	189.50754 	  27.61402 	G	  6595	 0.022000 	    	17.3g	289.675	10	0	21	3	4	4	0
2081	SDSS J123754.97+281709.8	189.47908 	  28.28608 	G	  7674	 0.025598 	    	17.6g	290.030	5	0	10	3	3	0	0
2082	NGC 4585	189.55534 	  28.93702 	G	  7291	 0.024320 	    	14.6g	290.273	64	0	62	9	12	9	0
2083	SDSS J131348.91+314446.6	198.45384 	  31.74628 	G	  7795	 0.026000 	    	16.6 	290.307	7	0	17	2	2	4	0
2084	KUG 1251+329	193.49643 	  32.65509 	G	  6895	 0.023000 	    	17.0g	290.422	9	1	17	3	3	4	0
2085	2MASX J12375086+2759592	189.46198 	  27.99998 	G	  7301	 0.024354 	    	16.3g	290.743	10	0	34	3	4	6	0
2086	2MASX J13184141+3032112	199.67245 	  30.53668 	G	 10660	 0.035557 	    	17.3g	290.880	7	0	26	2	3	6	0
2087	KUG 1235+279	189.48069 	  27.62820 	G	  7224	 0.024098 	    	16.4g	291.013	11	0	23	4	3	4	0
2088	SDSS J132008.49+295642.5	200.03540 	  29.94515 	G	  9412	 0.031396 	    	16.7g	291.801	7	0	41	3	2	8	0
2089	SDSS J123745.53+275550.3	189.43972 	  27.93066 	G	  7152	 0.023855 	    	18.0g	292.028	5	0	25	3	2	4	0
2090	SDSS J131815.93+304313.8	199.56643 	  30.72049 	G	 11092	 0.037000 	    	17.2g	292.057	7	0	21	2	3	4	0
2091	SDSS J123743.05+275454.0	189.42942 	  27.91503 	G	  7169	 0.023912 	    	16.9g	292.607	11	0	2	1	3	0	6
2092	SDSS J124242.89+310826.7	190.67873 	  31.14078 	G	  6564	 0.021895 	    	17.01	292.623	15	0	21	2	4	4	0
2093	KUG 1247+326	192.49488 	  32.38868 	G	  6895	 0.023000 	    	16.4g	293.545	8	0	21	3	2	4	0
2094	UGC 08377	199.98480 	  30.11899 	G	  7021	 0.023420 	    	14.8g	293.574	35	1	57	8	7	14	0
2095	2MASX J13192223+3022054	199.84317 	  30.36769 	G	  2534	 0.008454 	    	17.1g	293.615	8	0	35	3	2	6	0
2096	SDSS J132140.83+285259.1	200.42014 	  28.88309 	G	  6775	 0.022600 	    	17.1 	293.635	10	0	27	3	2	4	0
2097	SDSS J131938.45+301522.5	199.91021 	  30.25625 	G	  2207	 0.007362 	    	17.6g	293.642	4	0	35	2	2	8	2
2098	NGC 5089	199.91399 	  30.25657 	G	  2141	 0.007142 	    	14.0g	293.826	60	1	47	11	11	11	2
2099	SDSS J131730.63+310020.9	199.37767 	  31.00581 	G	  5603	 0.018690 	    	17.0g	293.936	7	0	6	2	3	0	0
2100	2MASX J13184016+3038332	199.66747 	  30.64261 	G	 10627	 0.035448 	    	17.6 	293.952	7	0	30	2	3	6	0
2101	2MASX J13034280+3248245	195.92844 	  32.80681 	G	 11008	 0.036719 	    	17.6g	293.997	5	0	30	2	3	6	0
2102	SDSS J123827.49+292610.0	189.61459 	  29.43613 	G	  7166	 0.023904 	    	17.9g	294.018	5	0	25	3	3	4	0
2103	SDSS J125344.01+324215.6	193.43339 	  32.70434 	G	  6946	 0.023168 	    	17.3g	294.126	4	0	15	1	3	4	1
2104	SDSS J124443.65+313813.5	191.18194 	  31.63709 	G	  7195	 0.024000 	    	17.8g	294.280	5	0	25	3	3	4	0
2105	KUG 1315+313	199.33876 	  31.05937 	G	  5613	 0.018723 	    	15.4g	294.300	37	0	33	6	7	6	0
2106	SDSS J132008.62+300320.5	200.03592 	  30.05572 	G	  6994	 0.023328 	    	18.0g	294.437	6	0	26	3	1	4	0
2107	UGC 08401	200.47246 	  28.66858 	G	  2447	 0.008162 	    	17.  	294.560	24	1	5	3	2	3	0
2108	SDSS J131040.72+321744.3	197.66967 	  32.29567 	G	  9559	 0.031886 	    	17.8g	294.865	5	0	6	2	3	0	0
2109	SDSS J123901.26+261812.8	189.75529 	  26.30358 	G	  7809	 0.026048 	    	17.4g	295.001	5	0	23	2	3	4	0
2110	IC 3614	189.75449 	  26.30285 	G	  7822	 0.026091 	    	18.2g	295.056	3	0	17	2	1	4	0
2111	2MASX J13052574+2312588	196.35718 	  23.21649 	G	 10280	 0.034292 	    	17.20	295.770	7	0	30	3	0	6	0
2112	UGC 08145	195.57621 	  32.89061 	G	  7579	 0.025281 	    	14.5g	296.410	37	1	67	9	8	15	0
2113	SDSS J124545.98+315234.7	191.44162 	  31.87633 	G	  9407	 0.031380 	    	17.5g	296.490	5	0	2	1	3	0	0
2114	CGCG 161-033	200.48601 	  28.84430 	G	 10719	 0.035756 	    	15.1g	296.687	35	0	63	10	7	12	0
2115	SDSS J124047.65+304108.3	190.19854 	  30.68567 	G	  6700	 0.022350 	    	18.2g	296.806	5	0	6	2	2	0	0
2116	2MASX J13043180+3249239	196.13274 	  32.82347 	G	  9719	 0.032420 	    	17.0g	296.976	7	0	30	2	3	6	0
2117	NGC 5065	199.37754 	  31.09269 	G	  5550	 0.018513 	    	14.20	297.100	85	1	54	9	11	6	1
2118	SDSS J131730.94+310547.3	199.37896 	  31.09647 	PofG	  5592	 0.018653 	    	16.0g	297.296	5	0	0	0	3	0	1
2119	IC 3598	189.33783 	  28.20816 	G	  7674	 0.025598 	    	14.6g	297.344	61	1	61	10	13	11	1
2120	SDSS J123720.07+280849.9	189.33365 	  28.14723 	G	  7598	 0.025345 	    	17.3g	297.503	6	0	15	1	3	4	1
2121	2MASX J12402293+2533057	190.09556 	  25.55148 	G	  6392	 0.021321 	    	16.26	298.054	12	0	30	3	1	6	0
2122	IC 3600	189.42152 	  27.12956 	G	  4637	 0.015467 	    	15.4g	298.448	55	1	47	10	12	10	0
2123	2MASX J13155904+3131500	198.99591 	  31.53075 	G	  9578	 0.031949 	    	16.8g	299.616	7	0	30	2	3	6	0
2124	UGC 08346	199.17496 	  31.36731 	G	  5771	 0.019250 	    	15.8g	299.640	21	0	17	3	5	5	0
2125	SDSS J123945.58+254433.5	189.93998 	  25.74262 	G	  7802	 0.026024 	    	18.99	299.849	5	0	6	2	0	0	0
2126	SDSS J123849.40+295820.6	189.70587 	  29.97242 	G	  6972	 0.023256 	    	17.9g	300.054	5	0	10	3	3	0	0
2127	2MASX J13222826+2809198	200.61775 	  28.15555 	G	 11537	 0.038483 	    	16.1g	300.228	11	0	50	5	4	10	0
2128	2MASXi J1318287+251312	199.61962 	  25.22015 	G	  9026	 0.030107 	    	16.1g	300.255	9	0	21	2	1	4	0
2129	SDSS J123829.09+262227.5	189.62125 	  26.37434 	G	  6921	 0.023086 	    	19.19	300.264	5	0	17	2	2	4	0
2130	2MASX J12501876+3232510	192.57816 	  32.54737 	G	  6904	 0.023030 	    	17.2g	300.318	13	0	36	5	3	6	0
2131	SDSS J132138.91+264422.2	200.41217 	  26.73950 	G	 10222	 0.034097 	    	17.9g	300.403	6	0	4	1	3	0	5
2132	SDSS J123715.34+273159.6	189.31392 	  27.53322 	G	  7564	 0.025231 	    	17.1g	300.424	7	0	0	0	3	0	0
2133	CGCG 160-186	199.65445 	  30.86536 	G	  9783	 0.032633 	    	15.1g	300.641	35	0	37	6	7	6	0
2134	SDSS J132230.28+281017.2	200.62618 	  28.17146 	G	 11454	 0.038208 	    	17.2g	300.687	7	0	41	3	2	8	0
2135	SDSS J132223.26+273453.3	200.59694 	  27.58150 	G	  7313	 0.024393 	    	17.8g	300.689	7	0	27	3	3	4	0
2136	SDSS J124316.97+312859.3	190.82071 	  31.48314 	G	  9292	 0.030996 	    	18.0g	300.719	5	0	6	2	3	0	0
2137	2MASX J12372683+2712084	189.36192 	  27.20242 	G	  7689	 0.025649 	    	17.1g	300.766	7	0	15	3	4	2	0
2138	SDSS J130011.94+225750.3	195.04979 	  22.96380 	G	 10089	 0.033652 	    	17.91	301.020	6	0	6	2	0	0	0
2139	GALEXASC J130327.74+325619.7  	195.86569 	  32.93826 	G	 11122	 0.037100 	    	17.8 	301.237	5	0	6	2	0	0	1
2140	SDSS J130327.59+325623.4	195.86501 	  32.93984 	G	 11127	 0.037115 	    	18.2g	301.325	3	0	35	2	2	8	1
2141	SDSS J123855.66+260422.8	189.73193 	  26.07302 	G	  7678	 0.025610 	    	19.03	301.413	5	0	21	2	0	4	0
2142	SDSS J123812.66+262931.5	189.55278 	  26.49211 	G	  6730	 0.022448 	    	18.1g	301.416	6	0	25	3	3	4	0
2143	SDSS J131853.80+304813.5	199.72420 	  30.80378 	G	  9152	 0.030529 	    	17.5g	301.600	6	0	20	2	3	4	0
2144	CGCG 160-190	199.74891 	  30.78099 	G	  9388	 0.031315 	    	15.1g	301.930	31	0	38	8	7	6	0
2145	SDSS J130557.35+325013.7	196.48902 	  32.83715 	G	  5281	 0.017616 	    	17.7g	302.102	4	0	35	2	2	8	0
2146	SDSSCGB 38878.01	200.43792 	  29.46433 	G	 10163	 0.033900 	    	18.61	302.144	8	1	6	1	1	0	0
2147	2MASX J13055703+3250190	196.48788 	  32.83900 	G	  5323	 0.017755 	    	16.2g	302.193	6	0	11	1	3	2	0
2148	IC 0846	196.33797 	  23.09556 	G	 10130	 0.033790 	    	15.48	302.537	23	0	28	5	3	6	0
2149	UGC 08250	197.58392 	  32.48319 	G	  5290	 0.017646 	    	15.2g	302.700	46	0	28	7	8	6	1
2150	SDSS J132215.15+270649.1	200.56316 	  27.11366 	G	 10231	 0.034128 	    	17.8g	303.069	5	0	17	2	3	4	0
2151	SDSS J131804.94+310546.8	199.52059 	  31.09635 	G	  5541	 0.018484 	    	17.6g	303.073	6	0	21	2	3	4	0
2152	SDSS J132037.94+301018.9	200.15813 	  30.17194 	G	  9361	 0.031225 	    	17.7g	303.075	5	0	26	3	2	4	0
